M1.H_b.DIC Time [a],M1.H_b.DIC DIC [mol],M1.H_b.DIC C^{12}$S [mol],M1.H_b.DIC C^{13}$S [mol],M1.H_b.DIC $\delta^{13}$C [VPDB],M1.H_b.DIC DIC [mol/l],M1.CG_L_b2H_b.C_DIC_2_DIC_thc.thc_F DIC [mol/a],M1.CG_L_b2H_b.C_DIC_2_DIC_thc.thc_F DIC [C^{12}$S],M1.CG_L_b2H_b.C_DIC_2_DIC_thc.thc_F DIC [C^{13}$S],M1.CG_L_b2H_b.C_DIC_2_DIC_thc.thc_F DIC $\delta^{13}$C [VPDB],M1.CG_H_b2D_b.C_DIC_2_DIC_thc.thc_F DIC [mol/a],M1.CG_H_b2D_b.C_DIC_2_DIC_thc.thc_F DIC [C^{12}$S],M1.CG_H_b2D_b.C_DIC_2_DIC_thc.thc_F DIC [C^{13}$S],M1.CG_H_b2D_b.C_DIC_2_DIC_thc.thc_F DIC $\delta^{13}$C [VPDB],M1.CG_H_b2D_b.C_DIC_2_DIC_mix_f.mix_f_F DIC [mol/a],M1.CG_H_b2D_b.C_DIC_2_DIC_mix_f.mix_f_F DIC [C^{12}$S],M1.CG_H_b2D_b.C_DIC_2_DIC_mix_f.mix_f_F DIC [C^{13}$S],M1.CG_H_b2D_b.C_DIC_2_DIC_mix_f.mix_f_F DIC $\delta^{13}$C [VPDB],M1.CG_D_b2H_b.C_DIC_2_DIC_mix_b.mix_b_F DIC [mol/a],M1.CG_D_b2H_b.C_DIC_2_DIC_mix_b.mix_b_F DIC [C^{12}$S],M1.CG_D_b2H_b.C_DIC_2_DIC_mix_b.mix_b_F DIC [C^{13}$S],M1.CG_D_b2H_b.C_DIC_2_DIC_mix_b.mix_b_F DIC $\delta^{13}$C [VPDB],C_H_b_2_CO2_At.CO2_F DIC [mol/a],C_H_b_2_CO2_At.CO2_F DIC [C^{12}$S],C_H_b_2_CO2_At.CO2_F DIC [C^{13}$S],C_H_b_2_CO2_At.CO2_F DIC $\delta^{13}$C [VPDB]
11400.0,3.6996973070763864e+16,2.2879266056864776e+16,1.4117707013899088e+16,53911.58322149287,0.002134650303433647,1500755870865634.2,896787570495597.2,603968300370037.0,58933.06030196465,1684111035678784.0,1041469851889445.1,642641183789338.9,53911.55480145936,2020933242814540.8,1249763822267334.0,771169420547206.8,53911.55480145936,2157460243153075.0,1388431355392926.8,769028887760148.2,48290.148942064036,46822609177826.4,5966127147160.406,40856482030665.99,608411.0906025285
11600.0,3.699598456512112e+16,2.2869619834492172e+16,1.4126364730628948e+16,53968.43334733385,0.0021345932686630945,1500670943874806.0,896368723587754.0,604302220287052.0,58994.21633705443,1684066033468447.2,1041030750241180.1,643035283227267.1,53968.404916906184,2020879240162136.8,1249236900289416.2,771642339872720.5,53968.404916906184,2157424139456853.8,1387916853794271.5,769507285662582.2,48339.09463827403,46845777012210.055,5934179709990.656,40911597302219.4,612518.4549636531
11800.0,3.699523028112194e+16,2.2860122879218336e+16,1.41351074019036e+16,54025.3028707221,0.0021345497480062922,1500601006463774.8,895960795223433.5,604640211240341.2,59055.10204214949,1684031693026352.0,1040598443231105.1,643433249795246.9,54025.27443052137,2020838031631622.5,1248718131877326.2,772119899754296.2,54025.27443052137,2157398997825091.8,1387409469917330.8,769989527907761.0,48388.06984527393,46866461539819.37,5899152039895.336,40967309499924.03,617001.8041173021
12000.0,3.6994738715853144e+16,2.285079311957555e+16,1.4143945596277592e+16,54082.18864256344,0.0021345213856873487,1500546670533343.5,895564047346040.8,604982623187302.8,59115.73201214849,1684009309708148.8,1040173745810783.9,643835563897364.9,54082.160196548066,2020811171649778.8,1248208494972940.8,772602676676838.0,54082.160196548066,2157387312800423.0,1386910766147966.8,770476546652456.2,48437.07796062868,46884809989732.69,5861267420423.492,41023542569309.195,621850.0647160334
12200.0,3.699555751700329e+16,2.284228406641569e+16,1.41532734505876e+16,54139.047419360424,0.002134568628852898,1500623748721418.5,895245686477173.1,605378062244245.4,59176.417781980104,1684046549821189.0,1039786391630749.4,644260158190439.6,54139.01900044434,2020855859785427.0,1247743669956899.5,773112189828527.5,54139.01900044434,2157395421783501.2,1386424658576096.0,770970763207405.2,48486.13373720426,46888561133561.19,5817962865455.5625,41070598268105.625,627205.8462504809
12400.0,3.6996625936719256e+16,2.283394067902776e+16,1.4162685257691496e+16,54195.87530035907,0.002134630274503382,1500712816365030.0,894931946696111.9,605780869668918.1,59237.56838165795,1684095183101926.5,1039406597544124.5,644688585557802.0,54195.84689133283,2020914219722312.0,1247287917052949.5,773626302669362.5,54195.84689133283,2157430574350995.8,1385955697364744.5,771474876986251.2,48535.24658623195,46871650209474.93,5765360505272.602,41106289704202.33,633488.4188756609
12600.0,3.699783927554309e+16,2.282569565158247e+16,1.4172143623960616e+16,54252.68815127745,0.002134700281692443,1500802780502378.5,894617775294911.2,606185005207467.2,59298.9230751261,1684150410674908.0,1039031279350259.0,645119131324649.0,54252.6597464982,2020980492809889.8,1246837535220310.8,774142957589579.0,54252.6597464982,2157485777359073.2,1385499532329642.0,771986245029431.2,48584.40067081141,46848840213161.664,5710564631928.367,41138275581233.3,640075.1186391767
12800.0,3.699926732619237e+16,2.281759094225314e+16,1.4181676383939228e+16,54309.49207174692,0.0021347826773183225,1500899049590279.2,894307030706755.8,606592018883523.5,59360.37598346805,1684215410246684.2,1038662347401172.2,645553062845512.0,54309.46367160961,2021058492296021.0,1246394816881406.8,774663675414614.2,54309.46367160961,2157557252301283.0,1385053794870646.0,772503457430637.0,48633.58896151218,46825332779641.74,5656198997105.953,41169133782535.79,646722.4327565992
13000.0,3.700091926907131e+16,2.2809631449620716e+16,1.4191287819450596e+16,54366.2908187251,0.002134877991071722,1501002869073566.0,894000678210799.5,607002190862766.5,59421.889151178744,1684290602814765.2,1038300026630386.9,645990576184378.4,54366.26241881871,2021148723377718.5,1245960031956464.5,775188691421254.0,54366.26241881871,2157642540401151.8,1384616929610809.2,773025610790342.5,48682.80812806028,46802585687905.0,5602920401343.648,41199665286561.35,653366.6007634213
13200.0,3.700310618483412e+16,2.2802010232541484e+16,1.4201095952292636e+16,54423.07465583833,0.002135004171675409,1501150894317533.2,893720044447834.6,607430849869698.6,59483.54475290025,1684390138337488.0,1037953098526803.4,646437039810684.6,54423.046268752805,2021268166004985.8,1245543718232164.2,775724447772821.5,54423.046268752805,2157741851709147.8,1384189043959207.5,773552807749940.2,48732.05999305106,46777171635811.484,5550063126748.156,41227108509063.33,660038.63502079
13400.0,3.700546082231402e+16,2.279450032866368e+16,1.4210960493650336e+16,54479.8457567625,0.002135140029481974,1501304021594991.2,893441098201081.2,607862923393910.0,59545.46482941561,1684497320165811.5,1037611244633572.0,646886075532239.5,54479.817372693964,2021396784198974.0,1245133493560286.8,776263290638687.2,54479.817372693964,2157855259328385.0,1383770167764381.5,774085091564003.5,48781.345335888676,46746838689809.18,5496088899294.953,41250749790514.23,666913.1400147626
13600.0,3.700792401540617e+16,2.278706392887403e+16,1.4220860086532136e+16,54536.61201997144,0.0021352821507271773,1501457857180827.2,893161770145046.8,608296087035780.5,59607.55810516106,1684609442331178.0,1037272735970744.0,647336706360434.0,54536.58363791213,2021531330797413.8,1244727283164892.8,776804047632521.0,54536.58363791213,2157979317248517.8,1383358152982177.2,774621164266340.5,48830.65710289772,46716266366146.484,5443146851714.781,41273119514431.7,673775.2319473162
13800.0,3.701050014328597e+16,2.277970300993684e+16,1.4230797133349128e+16,54593.37745211618,0.002135430788080557,1501613569066261.2,892882997192230.0,608730571874031.2,59669.784191499144,1684726706131780.5,1036937663740665.8,647789042391114.8,54593.349069082666,2021672047358136.8,1244325196488798.8,777346850869338.0,54593.349069082666,2158111389246406.2,1382951342567959.8,775160046678446.5,48879.99134148994,46686935814582.5,5391889844155.453,41295045970427.05,680551.7423374068
14000.0,3.701317021994249e+16,2.2772405269220452e+16,1.4240764950722036e+16,54650.145435179395,0.0021355848460877925,1501770852973271.2,892604698765214.6,609166154208056.6,59732.126276886396,1684848246748792.0,1036605467558268.9,648242779190523.1,54650.1170501736,2021817896098550.5,1243926561069922.8,777891335028627.8,54650.1170501736,2158249675556696.5,1382548603677572.2,775701071879124.2,48929.345498354734,46659173936877.17,5342378931701.867,41316795005175.305,687230.3585022965
14200.0,3.70158428105197e+16,2.276511352154444e+16,1.4250729288975256e+16,54706.921548881335,0.002135739049143153,1501921327352288.0,892322072037722.9,609599255314565.1,59794.55468912079,1684969904019805.2,1036273545571688.9,648696358448116.4,54706.893158414205,2021963884823766.2,1243528254686026.8,778435630137739.5,54706.893158414205,2158392257847521.0,1382148731297941.2,776243526549579.8,48978.71680092283,46633694608684.05,5294627418794.297,41339067189889.75,693811.7556289692
14400.0,3.701857668364312e+16,2.275786359487393e+16,1.4260713088769192e+16,54763.70767167371,0.0021358967880771274,1502072645842474.5,892039872292012.2,610032773550462.2,59857.035143261346,1685094349515012.8,1035943526448052.4,649150823066960.4,54763.67927519173,2022113219418015.5,1243132231737663.0,778980987680352.5,54763.67927519173,2158537698262619.0,1381750823138496.8,776786875124122.2,49028.10313290822,46610948516242.516,5248855353412.5625,41362093162829.95,700261.1720027213
14600.0,3.7021356911785336e+16,2.2750646086031988e+16,1.4270710825753348e+16,54820.50496266588,0.0021360572016016622,1502224877178101.8,891758057136608.8,610466820041493.0,59919.58158433536,1685220905275258.5,1035614983096041.9,649605922179216.6,54820.47656060589,2022265086330310.2,1242737979715250.2,779527106615060.0,54820.47656060589,2158685342210785.5,1381354460099895.5,777330882110890.0,49077.50431906229,46589690499981.99,5204377347907.883,41385313152074.11,706651.3789643792
14800.0,3.7024171474913576e+16,2.2743453513589136e+16,1.428071796132444e+16,54877.313811830456,0.002136219596185247,1502377377335260.5,891476226229065.4,610901151106195.1,59982.19705464205,1685349023467328.0,1035287574540147.8,650061448927180.2,54877.285404923634,2022418828160793.8,1242345089448177.2,780073738712616.5,54877.285404923634,2158834995291430.5,1380959522473279.8,777875472818150.8,49126.91973842495,46569702797956.58,5161055367884.391,41408647430072.19,712993.7599762396
15000.0,3.702700435610439e+16,2.273627581789407e+16,1.429072853821032e+16,54934.13547438529,0.002136383047683887,1502529628970594.8,891194073167591.4,611335555803003.4,60044.8815472967,1685477976385767.0,1034960843728987.6,650517132656779.4,54934.107061497256,2022573571662920.5,1241953012474785.2,780620559188135.2,54934.107061497256,2158985739645593.0,1380565429299244.2,778420310346348.8,49176.34864871718,46550514585798.99,5118580942508.75,41431933643290.24,719323.3889129554
15200.0,3.7029573992774984e+16,2.272893830590377e+16,1.4300635686871216e+16,54990.981769517515,0.0021365313105076622,1502650882462928.5,890893857728937.1,611757024733991.4,60107.55253165233,1685594953952413.0,1034626842784989.0,650968111167424.0,54990.95333967106,2022713944742895.8,1241552211341986.8,781161733400909.0,54990.95333967106,2159135675509238.2,1380171004519016.5,778964670990221.8,49225.78710591936,46535117348270.46,5077464272094.992,41457653076175.47,725607.2490434971
15400.0,3.703216330588867e+16,2.2721614648102544e+16,1.4310548657786128e+16,55047.85340821555,0.002136680708622293,1502772704737655.2,890594967185550.9,612177737552104.4,60170.09921580403,1685712818704264.5,1034293467235646.8,651419351468617.8,55047.82496674747,2022855382445117.5,1241152160682776.2,781703221762341.2,55047.82496674747,2159283214572625.5,1379775259304279.5,779507955268346.0,49275.23251984112,46525365295951.61,5038872633337.336,41486492662614.27,731681.5052378117
15600.0,3.7034795280224984e+16,2.271431950808504e+16,1.4320475772139944e+16,55104.74669233566,0.0021368325682029374,1502897906591917.0,890298649537757.9,612599257054159.1,60232.59157092445,1685832625666120.5,1033961389967177.6,651871235698942.9,55104.71824154596,2022999150799344.5,1240753667960613.0,782245482838731.5,55104.71824154596,2159429940360526.2,1379379164515292.8,780050775845233.5,49324.68914383895,46517262462803.25,5000882129900.141,41516380332903.11,737779.3588586448
15800.0,3.703745273616238e+16,2.2707042583313644e+16,1.433041015284874e+16,55161.65995813317,0.002136985898020279,1503025115002591.2,890003920451560.8,613021194551030.5,60295.057927930444,1685953593972814.8,1033630142743878.9,652323451228935.9,55161.631496079084,2023144312767377.8,1240356171292654.8,782788141474723.0,55161.631496079084,2159576692386101.2,1378983237754523.0,780593454631578.2,49374.15889111743,46509370658244.3,4962767192197.641,41546603466046.66,743995.2639959486
16000.0,3.7040132934838936e+16,2.269978233288313e+16,1.4340350601955808e+16,55218.59220768385,0.0021371405400475393,1503153926879665.2,889710478910049.8,613443447969615.5,60357.50847604966,1686075596240333.0,1033299653726902.5,652775942513430.5,55218.56373725432,2023290715488399.8,1239959584472283.0,783331131016116.8,55218.56373725432,2159724408040903.0,1378588068314532.0,781136339726371.0,49423.6426711226,46501470756190.805,4924454185217.445,41577016570973.36,750341.0383775011
16200.0,3.704250162370165e+16,2.269233189758586e+16,1.4350169726115788e+16,55275.55674628654,0.002137277208590392,1503247130624687.8,889396867701352.6,613850262923335.1,60419.84838756855,1686183427320198.5,1032960512933198.4,653222914387000.1,55275.52825540092,2023420112784238.2,1239552615519838.0,783867497264400.2,55275.52825540092,2159871277535629.0,1378192534084505.2,781678743451123.8,49473.137105561895,46496912441580.484,4886437070276.445,41610475371304.04,756795.9095820874
16400.0,3.704492187044363e+16,2.268491397782099e+16,1.436000789262264e+16,55332.55265906197,0.0021374168519183007,1503343788903680.5,889086995976234.0,614256792927446.5,60481.945163882476,1686293594681733.0,1032622845682559.9,653670748999173.1,55332.5241546649,2023552313618079.8,1239147414819072.0,784404898799007.8,55332.5241546649,2160016337719342.0,1377796040476249.0,782220297243093.0,49522.64024097091,46498187299744.875,4850325332324.953,41647861967419.92,763123.8079441722
16600.0,3.7047428243464024e+16,2.2677550492139376e+16,1.4369877751324648e+16,55389.57486928581,0.00213756146455778,1503447583961418.2,888782505521188.9,614665078440229.4,60543.88838398035,1686407683846763.5,1032287657083908.8,654120026762854.8,55389.54635236976,2023689220616116.2,1238745188500690.5,784944032115425.8,55389.54635236976,2160161804111790.5,1377399938890876.5,782761865220914.0,49572.15839911687,46500258293868.46,4813717682978.492,41686540610889.97,769649.9061453273
16800.0,3.705001417360181e+16,2.267023788208973e+16,1.437977629151208e+16,55446.6200337266,0.0021377106674815628,1503557216088596.8,888482402211129.8,615074813877467.0,60605.71508798701,1686525394109923.5,1031954784126189.5,654570609983734.0,55446.59150574617,2023830472931908.2,1238345740951427.5,785484731980480.8,55446.59150574617,2160309951473790.2,1377005646081282.8,783304305392507.5,49621.69491726403,46501856919526.65,4776059034710.742,41725797884815.91,776457.8504808684
17000.0,3.705267904510537e+16,2.2662975913394644e+16,1.4389703131710724e+16,55503.68687660454,0.0021378644251620303,1503672404267921.2,888186422919214.8,615485981348706.5,60667.44071821488,1686646697803540.2,1031624216371402.5,655022481432137.8,55503.6583383118,2023976037364248.5,1237949059645683.2,786026977718565.2,55503.6583383118,2160461604179913.8,1376613665484658.0,783847938695255.8,49671.25183184947,46502299538227.85,4737036385602.133,41765263152625.72,783603.7708082327
17200.0,3.705639665602899e+16,2.265636644039681e+16,1.4400030215632184e+16,55560.73345726175,0.0021380789237717135,1503899275783460.8,887955521994721.2,615943753788739.5,60729.35406994102,1686815898912627.0,1031323335767814.2,655492563144812.8,55560.70494063056,2024179078695152.8,1237588002921377.5,786591075773775.2,55560.70494063056,2160623317015651.5,1376228043797876.0,784395273217775.5,49720.84194857277,46491542843033.305,4695097330185.633,41796445512847.67,791203.286028685
17400.0,3.706018171289227e+16,2.264980687833543e+16,1.441037483455684e+16,55617.7574634057,0.002138297313875311,1504128258759461.2,887722673131579.6,616405585627881.6,60791.84215498006,1686988197537112.8,1031024743959927.5,655963453577185.2,55617.728953816375,2024385837044535.2,1237229692751913.0,787156144292622.2,55617.728953816375,2160801067417634.0,1375852500525887.8,784948566891746.2,49770.47339697697,46463441099892.555,4646364133578.523,41817076966314.03,799907.4239865174
17600.0,3.70639254901977e+16,2.2643228451366468e+16,1.4420697038831228e+16,55674.773634388956,0.0021385133222321493,1504348722272592.0,887483045321509.0,616865676951083.0,60854.66097199832,1687158614665206.8,1030725291951172.1,656433322714034.6,55674.74512810132,2024590337598248.2,1236870350341406.5,787719987256841.8,55674.74512810132,2160988074063605.5,1375482865323485.8,785505208740119.8,49820.13027885379,46430999551225.2,4596931380737.766,41834068170487.44,808848.8470729743
17800.0,3.706769690158515e+16,2.263667255779725e+16,1.4431024343787904e+16,55731.78652325408,0.0021387309250194696,1504565776837392.2,887240269324838.2,617325507512554.0,60917.70726835379,1687330290116308.5,1030426865948515.2,656903424167793.2,55731.758016366555,2024796348139570.5,1236512239138218.2,788284109001352.2,55731.758016366555,2161180653495140.2,1375116864256823.0,786063789238317.2,49869.80487767613,46399071741998.17,4549208296541.367,41849863445456.805,817653.4798427765
18000.0,3.707148951545969e+16,2.2630134599107516e+16,1.4441354916352172e+16,55788.80028818319,0.0021389497511472883,1504780063097442.0,886994946360065.5,617785116737376.5,60980.943845926195,1687502929355572.8,1030129255507936.2,657373673847636.5,55788.77178233591,2025003515226687.5,1236155106609523.5,788848408617164.0,55788.77178233591,2161376551087094.5,1374753100807664.2,786623450279430.2,49919.49299256832,46369011881068.05,4503772871708.023,41865239009360.02,826216.1101816372
