M1.H_b.TA Time [a],M1.H_b.TA TA [mol],M1.H_b.TA C^{12}$S [mol],M1.H_b.TA C^{13}$S [mol],M1.H_b.TA $\delta^{13}$C [VPDB],M1.H_b.TA TA [mol/l],M1.CG_L_b2H_b.C_TA_2_TA_thc.thc_F TA [mol/a],M1.CG_L_b2H_b.C_TA_2_TA_thc.thc_F TA [C^{12}$S],M1.CG_L_b2H_b.C_TA_2_TA_thc.thc_F TA [C^{13}$S],M1.CG_L_b2H_b.C_TA_2_TA_thc.thc_F TA $\delta^{13}$C [VPDB],M1.CG_H_b2D_b.C_TA_2_TA_thc.thc_F TA [mol/a],M1.CG_H_b2D_b.C_TA_2_TA_thc.thc_F TA [C^{12}$S],M1.CG_H_b2D_b.C_TA_2_TA_thc.thc_F TA [C^{13}$S],M1.CG_H_b2D_b.C_TA_2_TA_thc.thc_F TA $\delta^{13}$C [VPDB],M1.CG_H_b2D_b.C_TA_2_TA_mix_f.mix_f_F TA [mol/a],M1.CG_H_b2D_b.C_TA_2_TA_mix_f.mix_f_F TA [C^{12}$S],M1.CG_H_b2D_b.C_TA_2_TA_mix_f.mix_f_F TA [C^{13}$S],M1.CG_H_b2D_b.C_TA_2_TA_mix_f.mix_f_F TA $\delta^{13}$C [VPDB],M1.CG_D_b2H_b.C_TA_2_TA_mix_b.mix_b_F TA [mol/a],M1.CG_D_b2H_b.C_TA_2_TA_mix_b.mix_b_F TA [C^{12}$S],M1.CG_D_b2H_b.C_TA_2_TA_mix_b.mix_b_F TA [C^{13}$S],M1.CG_D_b2H_b.C_TA_2_TA_mix_b.mix_b_F TA $\delta^{13}$C [VPDB]
9000.0,4.031860489533179e+16,1.5864525818724614e+17,-1.1832665329191435e+17,-67373.90584363093,0.0023263017222847726,1780971406506921.2,7200702429805447.0,-5419731023298526.0,-67979.94072726717,1835312515687207.8,7221565066593837.0,-5386252550906629.0,-67373.89036606655,2202375018824649.2,8665878079912604.0,-6463503061087955.0,-67373.89036606655,2256708459358777.0,8687796240430839.0,-6431087781072062.0,-66874.3885992989
9200.0,4.031706040340052e+16,1.5885649714877846e+17,-1.1853943674537795e+17,-67404.84492661145,0.002326212608233106,1780883013106575.8,7210361745848730.0,-5429478732742154.0,-68010.51750257277,1835242210949142.0,7231180708657807.0,-5395938497708665.0,-67404.82946132154,2202290653138970.5,8677416850389368.0,-6475126197250398.0,-67404.82946132154,2256641984213289.0,8699292586497858.0,-6442650602284569.0,-66905.61669455227
9400.0,4.031545242464203e+16,1.590679614589034e+17,-1.1875250903426136e+17,-67435.76930653358,0.002326119831120282,1780792049288972.0,7220031951119435.0,-5439239901830463.0,-68041.0772486557,1835169016962327.5,7240806609335549.0,-5405637592373222.0,-67435.75384726269,2202202820354793.2,8688967931202659.0,-6486765110847866.0,-67435.75384726269,2256571572277429.5,8710800460210433.0,-6454228887933004.0,-66936.83308791283
9600.0,4.0313775200812056e+16,1.5927964634114394e+17,-1.1896587114033187e+17,-67466.68145242202,0.002326023058707287,1780697993546833.0,7229712605360463.0,-5449014611813630.0,-68071.62498022895,1835092670821727.0,7250442550459964.0,-5415349879638237.0,-67466.66600030739,2202111204986072.5,8700531060551958.0,-6498419855565886.0,-67466.66600030739,2256497339862596.5,8722319984582711.0,-6465822644720114.0,-66968.03684326053
9800.0,4.0312037244419736e+16,1.5949155374255136e+17,-1.1917951649813162e+17,-67497.57680967197,0.0023259227821486313,1780601212190017.8,7239403794674755.0,-5458802582484737.0,-68102.1563706934,1835013559301001.0,7260088620669240.0,-5425075061368239.0,-67497.56137466671,2202016271161201.2,8712106344803089.0,-6510090073641888.0,-67497.56137466671,2256419929244515.5,8733851266771571.0,-6477431337527056.0,-66999.22165580737
10000.0,4.031034835812312e+16,1.5970368282400182e+17,-1.193933344658787e+17,-67528.39401367752,0.002325825336834966,1780506467507089.8,7249105317773465.0,-5468598850266375.0,-68132.61228361378,1834936680072037.2,7269744781875544.0,-5434808101803507.0,-67528.37861298468,2201924016086445.0,8723693738250654.0,-6521769722164209.0,-67528.37861298468,2256345698498274.5,8745394400262586.0,-6489048701764312.0,-67030.32295236096
10200.0,4.030724167441415e+16,1.5991471118217587e+17,-1.1960746950776173e+17,-67559.76404546078,0.0023256460874863955,1780268566996312.8,7258683013982264.0,-5478414446985951.0,-68164.36949888326,1834795306131410.8,7279350878818909.0,-5444555572687498.0,-67559.74827037923,2201754367357693.0,8735221054582691.0,-6533466687224998.0,-67559.74827037923,2256263121109062.0,8756942229350111.0,-6500679108241049.0,-67061.4394075088
10400.0,4.030344140389864e+16,1.6012531474500474e+17,-1.198218733411061e+17,-67591.3774332742,0.002325426819585923,1779987701074218.2,7268234396514917.0,-5488246695440699.0,-68196.49017180892,1834622324761387.8,7288937605697864.0,-5454315280936476.0,-67591.36161200069,2201546789713665.5,8746725126837437.0,-6545178337123772.0,-67591.36161200069,2256161704085854.0,8768481068852979.0,-6512319364767125.0,-67092.64163536519
10600.0,4.029934420550499e+16,1.6033580276884653e+17,-1.2003645856334154e+17,-67623.05645578227,0.002325190419549155,1779693729553089.2,7277783156632191.0,-5498089427079102.0,-68228.67894344592,1834435826239277.2,7298519073253817.0,-5464083247014540.0,-67623.04059983909,2201322991487132.8,8758222887904581.0,-6556899896417448.0,-67623.04059983909,2256043858018925.0,8780010951657283.0,-6523967093638358.0,-67123.90504641148
10800.0,4.029502565073364e+16,1.605461740710957e+17,-1.2025114842036208e+17,-67654.75886970015,0.0023249412476983814,1779389911074400.2,7287328581423065.0,-5507938670348665.0,-68260.89366179245,1834239250163162.2,7308095227584633.0,-5473855977421471.0,-67654.74299561491,2201087100195795.0,8769714273101562.0,-6568627172905767.0,-67654.74299561491,2255913986853068.0,8791532487390631.0,-6535618500537563.0,-67155.18650091926
11000.0,4.0290453087358616e+16,1.6075643394651424e+17,-1.2046598085915562e+17,-67686.50346218959,0.002324677420066394,1779074867277380.0,7296870742788038.0,-5517795875510658.0,-68293.15129300709,1834031108711402.0,7317666309555459.0,-5483635200844057.0,-67686.48760402335,2200837330453682.8,8781199571466551.0,-6580362241012868.0,-67686.48760402335,2255770521871462.5,8803046167817470.0,-6547275645946008.0,-67186.50321963198
11200.0,4.028516654614931e+16,1.60966009919963e+17,-1.206808433738137e+17,-67718.46521834328,0.002324372397361564,1778693268389215.0,7306351092309621.0,-5527657823920406.0,-68325.95201266889,1833790486814050.2,7327206277944537.0,-5493415791130487.0,-67718.44918736305,2200548584176860.5,8792647533533444.0,-6592098949356584.0,-67718.44918736305,2255617762410191.0,8814549300183574.0,-6558931537773383.0,-67217.80468077795
11400.0,4.027946083629504e+16,1.6117520206966512e+17,-1.2089574123337008e+17,-67750.52232982397,0.0023240431894761397,1778287639372796.0,7315812322291525.0,-5537524682918729.0,-68358.90349313311,1833530766622910.5,7336728759975812.0,-5503197993352902.0,-67750.50629597134,2200236919947492.5,8804074511970975.0,-6603837592023482.0,-67750.50629597134,2255450891461184.5,8826036291576769.0,-6570585400115584.0,-67249.12525041874
11600.0,4.027354919838842e+16,1.613841489015818e+17,-1.2111059970319338e+17,-67782.5761291114,0.0023237020999597887,1777873149929907.8,7325264786966910.0,-5547391637037002.0,-68391.85164974937,1833261671354556.2,7346240074981751.0,-5512978403627195.0,-67782.56010634577,2199914005625467.8,8815488089978103.0,-6615574084352635.0,-67782.56010634577,2255272515721592.0,8837507503099392.0,-6582234987377800.0,-67280.43973990977
11800.0,4.026749668382303e+16,1.615928544951287e+17,-1.2132535781130566e+17,-67814.59151067333,0.0023233528821459738,1777452594985104.8,7334708312238548.0,-5557255717253443.0,-68424.76219151041,1832986162380504.8,7355740408639896.0,-5522754246259391.0,-67814.5755102029,2199583394856606.0,8826888490367875.0,-6627305095511269.0,-67814.5755102029,2255086307697542.0,8848963521389590.0,-6593877213692048.0,-67311.71287635635
12000.0,4.026136996814767e+16,1.6180132443835546e+17,-1.2153995447020778e+17,-67846.53285982578,0.0023229993830786192,1777028807270710.5,7344142946288320.0,-5567114139017610.0,-68457.60120029694,1832707272788311.0,7365230015322360.0,-5532522742534049.0,-67846.51691695927,2199248727345973.2,8838276018386832.0,-6639027291040859.0,-67846.51691695927,2254896546655983.5,8860404857275087.0,-6605508310619104.0,-67342.90330552925
12200.0,4.0257258701119224e+16,1.62011510683708e+17,-1.2175425198258877e+17,-67877.51920041091,0.0023227621713101596,1776813096380714.5,7353766197518854.0,-5576953101138140.0,-68488.38939313067,1832520062923658.2,7374797688094257.0,-5542277625170599.0,-67877.50390539259,2199024075508390.0,8849757225713109.0,-6650733150204719.0,-67877.50390539259,2254714458170100.5,8871842588308569.0,-6617128130138468.0,-67373.92721144998
12400.0,4.025422249316185e+16,1.622224223029217e+17,-1.2196819980975984e+17,-67907.93423882578,0.0023225869882695063,1776663439854918.5,7363434442178854.0,-5586771002323936.0,-68518.43001362501,1832381841164659.8,7384398428910326.0,-5552016587745666.0,-67907.91911967224,2198858209397592.0,8861278114692391.0,-6662419905294799.0,-67907.91911967224,2254562849945228.5,8883297343340733.0,-6628734493395504.0,-67404.60909633484
12600.0,4.025170075467611e+16,1.6243361143699158e+17,-1.2218191068231547e+17,-67938.02611271647,0.0023224414890738437,1776536955534379.2,7373113100165931.0,-5596576144631552.0,-68548.14245540071,1832267041064017.0,7394011802071984.0,-5561744761007967.0,-67938.01113352063,2198720449276820.5,8872814162486381.0,-6674093713209560.0,-67938.01113352063,2254438963228186.0,8894769519405038.0,-6640330556176852.0,-67434.97871161258
12800.0,4.024962185512493e+16,1.6264508597167523e+17,-1.223954641165503e+17,-67967.8361868007,0.002322321540786473,1776430590392404.0,7382803412765391.0,-5606372822372987.0,-68577.56828386188,1832172398906753.2,7403638166634766.0,-5571465767728013.0,-67967.821349075,2198606878688104.0,8884365799961720.0,-6685758921273616.0,-67967.821349075,2254339346593483.5,8906258644493167.0,-6651919297899684.0,-67465.07051736853
13000.0,4.024793547950011e+16,1.6285684785761213e+17,-1.2260891237811202e+17,-67997.3931592675,0.0023222242403334783,1776342020645313.5,7392505856871338.0,-5616163836226024.0,-68606.73783983602,1832095627220960.0,7413277611491724.0,-5581181984270764.0,-67997.37843026951,2198514752665152.0,8895933133790069.0,-6697418381124917.0,-67997.37843026951,2254260658871037.5,8917764415423980.0,-6663503756552942.0,-67494.91785299689
13200.0,4.02472428252802e+16,1.630695204661607e+17,-1.2282227764088051e+17,-68026.45373539042,0.0023221842755899334,1776335847869442.0,7402283878056459.0,-5625948030187017.0,-68635.05837954009,1832064068550850.2,7422958493365012.0,-5590894424814162.0,-68026.43931434209,2198476882261020.5,8907550192038015.0,-6709073309776994.0,-68026.43931434209,2254203748175999.5,8929290009151998.0,-6675086260975998.0,-67524.52117723292
13400.0,4.024718589884286e+16,1.632827835293212e+17,-1.2303559763047835e+17,-68055.17145307276,0.0023221809910499657,1776364035117344.8,7412091498686144.0,-5635727463568799.0,-68662.97683560579,1832061467550703.2,7432666268583087.0,-5600604801032384.0,-68055.15715580349,2198473761060844.0,8919199522299706.0,-6720725761238862.0,-68055.15715580349,2254171968590270.0,8940841717478828.0,-6686669748888558.0,-67553.86346614851
13600.0,4.024753668500439e+16,1.6349649127761274e+17,-1.2324895459260835e+17,-68083.65191872718,0.0023222012306999694,1776410611201533.5,7421917688315183.0,-5645507077113650.0,-68690.65430992247,1832077426447112.5,7442394285959435.0,-5610316859512322.0,-68083.63773619795,2198492911736535.2,8930873143151323.0,-6732380231414788.0,-68083.63773619795,2254162473303539.0,8952419392764963.0,-6698256919461424.0,-67582.97354008633
13800.0,4.024823539305954e+16,1.6371064406613814e+17,-1.2346240867307861e+17,-68111.92837799601,0.0023222415447375277,1776472904282731.8,7431762864806258.0,-5655289960523526.0,-68718.12474034836,1832109224839419.0,7452142561693865.0,-5620033336854446.0,-68111.91428596499,2198531069807303.0,8942571074032639.0,-6744040004225336.0,-68111.91428596499,2254171666660910.0,8964022645002914.0,-6709850978342004.0,-67611.88670037163
14000.0,4.024922683954115e+16,1.639252404933999e+17,-1.2367601365385875e+17,-68140.03117077476,0.002322298749188518,1776548437325826.0,7441627190497737.0,-5665078753171911.0,-68745.41882325578,1832154349593920.8,7461911032008082.0,-5629756682414161.0,-68140.01715910967,2198585219512705.0,8954293238409698.0,-6755708018896993.0,-68140.01715910967,2254196753646843.0,8975651167541469.0,-6721454413894626.0,-67640.6304453218
14200.0,4.025032661333176e+16,1.6414014777732077e+17,-1.2388982116398901e+17,-68168.04307741398,0.002322362203905512,1776621043239858.8,7451497456914340.0,-5674876413674481.0,-68772.69251523892,1832204410744958.0,7471693656683970.0,-5639489245939012.0,-68168.02909463672,2198645292893949.8,8966032388020764.0,-6767387095126814.0,-68168.02909463672,2254234460952202.0,8987303989868225.0,-6733069528916023.0,-67669.23519276877
14400.0,4.025156856347573e+16,1.6435543119450634e+17,-1.2410386263103061e+17,-68195.95462388442,0.002322433861909711,1776698853575481.0,7461383375355239.0,-5684684521779758.0,-68799.87642892354,1832260941516479.8,7481493399789324.0,-5649232458272844.0,-68195.94068760499,2198713129819776.0,8977792079747190.0,-6779078949927414.0,-68195.94068760499,2254281698079963.0,8998979533842577.0,-6744697835762614.0,-67697.727869497
14600.0,4.025295211855137e+16,1.6457111938264842e+17,-1.2431816726409706e+17,-68223.77010931142,0.002322513690231244,1776783119294231.5,7471287290722704.0,-5694504171428472.0,-68826.96249187135,1832323918172605.8,7491311568202563.0,-5658987650029957.0,-68223.7562196236,2198788701807127.0,8989573881843077.0,-6790785180035950.0,-68223.7562196236,2254336661990613.0,9010677608283828.0,-6756340946293215.0,-67726.12609779561
14800.0,4.0254464379986776e+16,1.6478721050775142e+17,-1.2453274612776464e+17,-68251.49642960705,0.002322600944648674,1776873105130407.0,7481209131681158.0,-5704336026550751.0,-68853.95944178145,1832392753082301.8,7501148078437875.0,-5668755325355573.0,-68251.48259235559,2198871303698762.2,9001377694125450.0,-6802506390426688.0,-68251.48259235559,2254398901701969.5,9022398101276506.0,-6767999199574536.0,-67754.43413814575
15000.0,4.0256082042871736e+16,1.6500370319444867e+17,-1.2474762115157693e+17,-68279.14611984842,0.002322694280515952,1776967903924581.0,7491148867924498.0,-5714180963999917.0,-68880.87813001899,1832466386960503.2,7511002867880718.0,-5678536480920215.0,-68279.13232235757,2198959664352604.0,9013203441456862.0,-6814243777104258.0,-68279.13232235757,2254466651243897.0,9034140907025804.0,-6779674255781907.0,-67782.6693350687
15200.0,4.025725194059664e+16,1.6522008555116694e+17,-1.249628336105703e+17,-68306.95004345552,0.0023227617812417193,1777011816948679.0,7501054682770842.0,-5724042865822163.0,-68908.23383146133,1832519656604360.8,7520852650904588.0,-5688332994300227.0,-68306.9361167467,2199023587925233.0,9025023181085504.0,-6825999593160271.0,-68306.9361167467,2254536499716283.5,9045903142937290.0,-6791366643221006.0,-67810.85818105015
15400.0,4.025822460315927e+16,1.654366191303065e+17,-1.2517839452714723e+17,-68334.80712462586,0.0023228179018986847,1777042211571275.2,7510964385142366.0,-5733922173571091.0,-68935.68844077627,1832563934119388.2,7530709304769225.0,-5698145370649837.0,-68334.79319681016,2199076720943266.0,9036851165723070.0,-6837774444779804.0,-68334.79319681016,2254603145698648.5,9057679427853536.0,-6803076282154888.0,-67839.0396368212
15600.0,4.025913973540909e+16,1.6565342193384333e+17,-1.2539428219843424e+17,-68362.6574343557,0.002322870703173292,1777070102610958.0,7520887059652747.0,-5743816957041789.0,-68963.1365914518,1832605591615551.2,7540578213827724.0,-5707972622212173.0,-68362.64352006173,2199126709938661.8,9048693856593270.0,-6849567146654608.0,-68362.64352006173,2254666800409849.0,9069469694305814.0,-6814802893895965.0,-67867.21140000834
15800.0,4.026001717908928e+16,1.65870492438695e+17,-1.2561047525960573e+17,-68390.49002008048,0.0023229213298938778,1777096349549502.2,7530822399079121.0,-5753726049529619.0,-68990.56715417598,1832645534770491.8,7550459308731653.0,-5717813773961161.0,-68390.47610463067,2199174641724590.2,9060551170477986.0,-6861376528753396.0,-68390.47610463067,2254728052754699.5,9081274100761404.0,-6826546048006704.0,-67895.3679216987
16000.0,4.026086971286655e+16,1.660878307689693e+17,-1.2582696105610275e+17,-68418.29798600006,0.002322970519363591,1777121447784672.2,7540770310146973.0,-5763648862362301.0,-69017.97395455641,1832684342149481.0,7560352595094754.0,-5727668252945273.0,-68418.28409142369,2199221210579377.2,9072423114113704.0,-6873201903534327.0,-68418.28409142369,2254788366176258.5,9093092760684904.0,-6838304394508646.0,-67923.49515321346
16200.0,4.0261047491969496e+16,1.6630481492617002e+17,-1.2604376743420051e+17,-68446.34845074565,0.0023229807768572327,1777078760334365.8,7550667619171795.0,-5773588858837429.0,-69045.96707781951,1832692455742957.0,7570229778654602.0,-5737537322911645.0,-68446.3343826122,2199230946891548.5,9084275734385522.0,-6885044787493974.0,-68446.3343826122,2254844279996991.5,9104922369954496.0,-6850078089957504.0,-67951.61886694825
16400.0,4.026088790839666e+16,1.6652176611790346e+17,-1.262608782095068e+17,-68474.50184295082,0.002322971569208771,1777015220258900.5,7560560460932874.0,-5783545240673974.0,-69074.11999436274,1832685195038660.8,7580105445923793.0,-5747420250885132.0,-68474.48776221112,2199222234046393.0,9096126535108554.0,-6896904301062161.0,-68474.48776221112,2254891060525137.5,9116756558508912.0,-6861865497983774.0,-67979.7697731775
16600.0,4.026057651306708e+16,1.667388300703028e+17,-1.2647825355723571e+17,-68502.6775267156,0.0023229536023298726,1776945073750520.2,7570459926023045.0,-5793514852272525.0,-69102.29526488594,1832671023346608.8,7589986246085174.0,-5757315222738565.0,-68502.66343907874,2199205228015930.8,9107983495302210.0,-6908778267286279.0,-68502.66343907874,2254929348869457.0,9128595416126458.0,-6873666067257001.0,-68007.94179072938
16800.0,4.026016219067459e+16,1.6695600683286358e+17,-1.26695844642189e+17,-68530.84930806771,0.002322929696768216,1776870295320828.8,7580365675560838.0,-5803495380240009.0,-69130.4686155296,1832652165219421.2,7599872181368961.0,-5767220016149540.0,-68530.83522722169,2199182598263305.8,9119846617642752.0,-6920664019379446.0,-68530.83522722169,2254962216173365.0,9140439291611698.0,-6885477075438333.0,-68036.10562934239
17000.0,4.0259669016848e+16,1.6717329827178973e+17,-1.2691362925494173e+17,-68559.0045684227,0.00232290124163875,1776792129898107.0,7590277623191215.0,-5813485493293108.0,-69158.62515100781,1832629717293680.0,7609763336690779.0,-5777133619397099.0,-68558.99049961517,2199155660752416.0,9131716004028936.0,-6932560343276520.0,-68558.99049961517,2254990674522425.0,9152288465693742.0,-6897297791171317.0,-68064.25217589762
17200.0,4.0261001941738744e+16,1.67392468084662e+17,-1.2713146614292326e+17,-68586.35610220741,0.00232297814870131,1776902296770198.8,7600374383675334.0,-5823472086905135.0,-69185.00898940636,1832690335138767.2,7619739941528879.0,-5787049606390112.0,-68586.3425772194,2199228402166520.8,9143687929834654.0,-6944459527668133.0,-68586.3425772194,2255026435571550.0,9164152791264990.0,-6909126355693440.0,-68092.29119193266
17400.0,4.0263283850387224e+16,1.6761261150151216e+17,-1.2734932765112493e+17,-68613.25643319609,0.0023231098102018217,1777071024208213.2,7610525399974929.0,-5833454375766716.0,-69210.78620376273,1832794196553414.5,7629760909364397.0,-5796966712810982.0,-68613.24304304968,2199353035864097.8,9155713091237276.0,-6956360055373178.0,-68613.24304304968,2255088753664443.5,9176050724853540.0,-6920961971189096.0,-68120.08024432742
17600.0,4.026599508465749e+16,1.6783332106841683e+17,-1.2756732598375934e+17,-68639.93057361459,0.0023232662429198882,1777258967579313.0,7620699396416236.0,-5843440428836923.0,-69236.33293556106,1832917603148653.5,7639807648352574.0,-5806890045203920.0,-68639.91729222315,2199501123778384.2,9167769178023090.0,-6968268054244706.0,-68639.91729222315,2255174377145398.5,9187982403927422.0,-6932808026782024.0,-68147.65185335353
17800.0,4.026907477273082e+16,1.6805460150684694e+17,-1.2778552673411613e+17,-68666.41197767187,0.002323443934675039,1777463429987207.5,7630897445868527.0,-5853434015881320.0,-69261.68424092994,1833057784411674.0,7649880373530614.0,-5816822589118940.0,-68666.39877489275,2199669341294009.0,9179856448236740.0,-6980187106942731.0,-68666.39877489275,2255279822798318.0,9199947203498680.0,-6944667380700362.0,-68175.03866981508
18000.0,4.0272456002382024e+16,1.6827645201449728e+17,-1.2800399601211526e+17,-68692.73642004158,0.002323639024767602,1777681396337177.5,7641119913934913.0,-5863438517597736.0,-69286.87676796214,1833211691106363.8,7659979048433291.0,-5826767357326927.0,-68692.72330524586,2199854029327636.8,9191974858119950.0,-6992120828792313.0,-68692.72330524586,2255402138983457.5,9211944665458030.0,-6956542526474572.0,-68202.26865225262
18200.0,4.027619866191982e+16,1.6849897552544064e+17,-1.2822277686352082e+17,-68718.88561878352,0.002323854968631516,1777922111509168.8,7651377610403754.0,-5873455498894585.0,-69311.83260231499,1833382051028718.2,7670108355413913.0,-5836726304385195.0,-68718.8725730124,2200058461234462.2,9204130026496698.0,-7004071565262236.0,-68718.8725730124,2255537715993457.5,9223974990805484.0,-6968437274812026.0,-68229.37731986218
18400.0,4.028020395811416e+16,1.6872211453876496e+17,-1.284419105806508e+17,-68744.90482103311,0.002324086066097793,1778175446008480.0,7661662721422071.0,-5883487275413591.0,-69336.64894056038,1833564367636940.8,7680265682933949.0,-5846701315297008.0,-68744.89183545847,2200277241164329.0,9216318819520740.0,-7016041578356411.0,-68744.89183545847,2255686670210200.5,9236038948222250.0,-6980352278012050.0,-68256.3656481138
18600.0,4.028441096275391e+16,1.6894584121903885e+17,-1.2866143025628493e+17,-68770.82285459441,0.002324328801732236,1778437776565050.2,7671973326410680.0,-5893535549845630.0,-69361.36294122842,1833755868132673.8,7690449761279783.0,-5856693893147109.0,-68770.80990539872,2200507041759208.8,9228539713535742.0,-7028032671776533.0,-68770.80990539872,2255846377933685.5,9248136244475294.0,-6992289866541608.0,-68283.25830182985
18800.0,4.02887594250553e+16,1.69170153320477e+17,-1.288813938954217e+17,-68796.6712636755,0.0023245796991868293,1778706319301215.2,7682309515917311.0,-5903603196616096.0,-69386.00726098768,1833953806707683.2,7700660488190379.0,-5866706681482696.0,-68796.65836379383,2200744568049220.0,9240792585828454.0,-7040048017779234.0,-68796.65836379383,2256014280465639.5,9260266571151028.0,-7004252290685388.0,-68310.07930191928
19000.0,4.029325954516949e+16,1.6939504595754608e+17,-1.2910178641237659e+17,-68822.44408781805,0.002324839346989607,1778981729299047.5,7692671073229257.0,-5913689343930210.0,-69410.5737769729,1834158651260938.5,7710897641301702.0,-5876738990040764.0,-68822.43120881988,2200990381513126.2,9253077169562042.0,-7052086788048916.0,-68822.43120881988,2256189964393902.5,9272429649916942.0,-7016239685523040.0,-68336.83189459649
19200.0,4.02991686938299e+16,1.696217642992829e+17,-1.2932259560545301e+17,-68847.63689808591,0.002325180292881501,1779395536468074.5,7703184535667070.0,-5923788999198996.0,-69433.88072705964,1834427593436463.0,7721217862441134.0,-5886790269004671.0,-68847.62441490126,2201313112123755.8,9265461434929362.0,-7064148322805606.0,-68847.62441490126,2256377424957903.0,9284632027136532.0,-7028254602178629.0,-68363.49305138436
19400.0,4.030581875347821e+16,1.6984966207967206e+17,-1.2954384332619386e+17,-68872.52090264707,0.0023255639878345708,1779853828219043.2,7713757295864846.0,-5933903467645803.0,-69456.76878859925,1834730297536490.5,7731591803369699.0,-5896861505833208.0,-68872.50849198802,2201676357043788.5,9277910164043638.0,-7076233806999850.0,-68872.50849198802,2256586882799121.0,9296886378643988.0,-7040299495844867.0,-68389.99437883521
19600.0,4.031282281505817e+16,1.7007844733824954e+17,-1.2976562452319136e+17,-68897.26305879427,0.0023259681079810576,1780327634284393.2,7724367207365710.0,-5944039573081317.0,-69479.51410578482,1835049115412743.0,7742006142536702.0,-5906957027123959.0,-68897.25072609041,2202058938495291.8,9290407371044044.0,-7088348432548752.0,-68897.25072609041,2256816381173982.0,9309192450512474.0,-7052376069338492.0,-68416.35424533322
19800.0,4.032011784840165e+16,1.703081184017338e+17,-1.2998800055333214e+17,-68921.89627919477,0.0023263890166081076,1780814276777577.0,7735014858139937.0,-5954200581362360.0,-69502.14930432067,1835381180795006.5,7752460803847689.0,-5917079623052682.0,-68921.88399703699,2202457416954008.0,9302952964617228.0,-7100495547663220.0,-68921.88399703699,2257061659922561.5,9321549471169360.0,-7064487811246798.0,-68442.61159373018
20000.0,4.032762481116368e+16,1.7053867053550074e+17,-1.3021104572433706e+17,-68946.46128160889,0.0023268221531327414,1781310279605643.2,7745700399185735.0,-5964390119580092.0,-69524.71484317596,1835722896541375.0,7762955571813896.0,-5927232675272521.0,-68946.44901267294,2202867475849650.2,9315546686176676.0,-7112679210327026.0,-68946.44901267294,2257318087132059.5,9333956808411034.0,-7076638721278974.0,-68468.80907166461
20200.0,4.0332896361065544e+16,1.7076785999515184e+17,-1.304349636340863e+17,-68971.95714111553,0.0023271263108695394,1781570506326440.2,7756196858793554.0,-5974626352467114.0,-69549.42500700867,1835962930761507.8,7773388379813616.0,-5937425449052108.0,-68971.94421477048,2203155516913809.5,9328066055776340.0,-7124910538862530.0,-68971.94421477048,2257570115201851.5,9346401694847514.0,-7088831579645662.0,-68495.06530121602
20400.0,4.033704720949673e+16,1.709968356848556e+17,-1.3065978847535888e+17,-68997.94164715307,0.002327365806404652,1781759976619095.0,7766670253885675.0,-5984910277266580.0,-69574.81847533747,1836151891587304.2,7783811400688215.0,-5947659509100911.0,-68997.92858560913,2203382269904765.2,9340573680825858.0,-7137191410921093.0,-68997.92858560913,2257793454891218.0,9358860474844636.0,-7101067019953418.0,-68521.55632911499
20600.0,4.034068471267564e+16,1.712261135934252e+17,-1.3088542888074957e+17,-69024.16045980381,0.0023275756829599517,1781926257379535.2,7777160317263700.0,-5995234059884165.0,-69600.45259618404,1836317481190062.8,7794248178885718.0,-5957930697695655.0,-69024.1473057064,2203580977428075.5,9353097814662862.0,-7149516837234786.0,-69024.1473057064,2257989363794092.0,9371332798125334.0,-7113343434331242.0,-68548.2684592094
